EVENT;FIGHTER_LOSE;FIGHTER_WIN;METHOD;METHOD_DESC;ROUND;TIME;DATE
UFC 134: Silva vs. Okami;Yushin Okami;Anderson Silva;KO/TKO;Punches;2;2:04;Aug. 27, 2011
UFC 134: Silva vs. Okami;Forrest Griffin;Mauricio Rua;KO/TKO;Punches;1;1:53;Aug. 27, 2011
UFC 134: Silva vs. Okami;Ross Pearson;Edson Barboza;S. DEC;;3;5:00;Aug. 27, 2011
UFC 134: Silva vs. Okami;Brendan Schaub;Antonio Rodrigo Nogueira;KO/TKO;Punches;1;3:09;Aug. 27, 2011
UFC 134: Silva vs. Okami;Luiz Cane;Stanislav Nedkov;KO/TKO;Punches;1;4:13;Aug. 27, 2011
UFC 134: Silva vs. Okami;Spencer Fisher;Thiago Tavares;KO/TKO;Punches;2;2:51;Aug. 27, 2011
UFC 134: Silva vs. Okami;Dan Miller;Rousimar Palhares;U. DEC;;3;5:00;Aug. 27, 2011
UFC 134: Silva vs. Okami;David Mitchell;Paulo Thiago;U. DEC;;3;5:00;Aug. 27, 2011
UFC 134: Silva vs. Okami;Johnny Eduardo;Raphael Assuncao;U. DEC;;3;5:00;Aug. 27, 2011
UFC 134: Silva vs. Okami;Luis Ramos;Erick Silva;KO/TKO;Punch;1;0:40;Aug. 27, 2011
UFC 134: Silva vs. Okami;Felipe Arantes;Iuri Alcantara;U. DEC;;3;5:00;Aug. 27, 2011
UFC 134: Silva vs. Okami;Ian Loveland;Yves Jabouin;S. DEC;;3;5:00;Aug. 27, 2011
UFC 135: Jones vs. Rampage;Quinton Jackson;Jon Jones;SUB;Rear Naked Choke;4;1:14;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Matt Hughes;Josh Koscheck;KO/TKO;Punches;1;4:59;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Ben Rothwell;Mark Hunt;U. DEC;;3;5:00;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Rob Broughton;Travis Browne;U. DEC;;3;5:00;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Takanori Gomi;Nate Diaz;SUB;Armbar;1;4:27;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Aaron Riley;Tony Ferguson;Dr's Stoppage;Jaw Injury;1;5:00;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Nick Ring;Tim Boetsch;U. DEC;;3;5:00;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Eddie Yagin;Junior Assuncao;U. DEC;;3;5:00;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Cole Escovedo;Takeya Mizugaki;KO/TKO;Punches;2;4:30;Sep. 24, 2011
UFC 135: Jones vs. Rampage;Ricardo Romero;James Te Huna;KO/TKO;Punches;1;0:47;Sep. 24, 2011
UFC 136: Edgar vs. Maynard 3;Gray Maynard;Frankie Edgar;KO/TKO;Punches;4;3:54;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Kenny Florian;Jose Aldo;U. DEC;;5;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Brian Stann;Chael Sonnen;SUB;Arm Triangle;2;3:51;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Leonard Garcia;Nam Phan;U. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Melvin Guillard;Joe Lauzon;SUB;Rear Naked Choke;1;0:47;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Jorge Santiago;Demian Maia;U. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Jeremy Stephens;Anthony Pettis;S. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Joey Beltran;Stipe Miocic;U. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Tiequan Zhang;Darren Elkins;U. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Eric Schafer;Aaron Simpson;U. DEC;;3;5:00;Oct. 8, 2011
UFC 136: Edgar vs. Maynard 3;Steve Cantwell;Mike Massenzio;U. DEC;;3;5:00;Oct. 8, 2011
UFC 137: Penn vs. Diaz;BJ Penn;Nick Diaz;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Matt Mitrione;Cheick Kongo;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Mirko Filipovic;Roy Nelson;KO/TKO;Punches;3;1:30;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Jeff Curran;Scott Jorgensen;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;George Roop;Hatsu Hioki;S. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Dennis Siver;Donald Cerrone;SUB;Rear Naked Choke;1;2:22;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Tyson Griffin;Bart Palaszewski;KO/TKO;Punches;1;2:45;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Eliot Marshall;Brandon Vera;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Danny Downes;Ramsey Nijem;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Chris Camozzi;Francis Carmont;U. DEC;;3;5:00;Oct. 29, 2011
UFC 137: Penn vs. Diaz;Dustin Jacoby;Clifford Starks;U. DEC;;3;5:00;Oct. 29, 2011
UFC 138: Leben vs. Munoz;Chris Leben;Mark Munoz;KO/TKO;Corner Stoppage;2;5:00;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Brad Pickett;Renan Barao;SUB;Rear Naked Choke;1;4:09;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Papy Abedi;Thiago Alves;SUB;Rear Naked Choke;1;3:32;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Cyrille Diabate;Anthony Perosh;SUB;Rear Naked Choke;2;3:09;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Edward Faaloloto;Terry Etim;SUB;Guillotine Choke;1;0:17;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Justin Edwards;John Maguire;U. DEC;;3;5:00;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Rob Broughton;Philip De Fries;U. DEC;;3;5:00;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Jason Young;Michihiro Omigawa;U. DEC;;3;5:00;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Chris Cope;Che Mills;KO/TKO;Knee;1;0:40;Nov. 5, 2011
UFC 138: Leben vs. Munoz;Vaughan Lee;Chris Cariaso;S. DEC;;3;5:00;Nov. 5, 2011
UFC 139: Shogun vs. Henderson;Mauricio Rua;Dan Henderson;U. DEC;;5;5:00;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Cung Le;Wanderlei Silva;KO/TKO;Knee;2;4:49;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Brian Bowles;Urijah Faber;SUB;Guillotine Choke;2;1:27;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Rick Story;Martin Kampmann;S. DEC;;3;5:00;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Kyle Kingsbury;Stephan Bonnar;U. DEC;;3;5:00;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Jason Brilz;Ryan Bader;KO/TKO;Punch;1;1:17;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Alex Soto;Michael McDonald;KO/TKO;Punches;1;0:56;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Tom Lawlor;Chris Weidman;SUB;D'Arce Choke;1;2:07;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Rafael dos Anjos;Gleison Tibau;S. DEC;;3;5:00;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Nick Pace;Miguel Torres;U. DEC;;3;5:00;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Matt Brown;Seth Baczynski;SUB;Guillotine Choke;2;0:42;Nov. 19, 2011
UFC 139: Shogun vs. Henderson;Shamar Bailey;Danny Castillo;KO/TKO;Punches;1;4:52;Nov. 19, 2011
UFC 13: The Ultimate Force;David Abbott;Vitor Belfort;KO/TKO;Punches;1;0:52;May. 30, 1997
UFC 13: The Ultimate Force;Steven Graham;Randy Couture;KO/TKO;Punches;1;3:13;May. 30, 1997
UFC 13: The Ultimate Force;Tito Ortiz;Guy Mezger;SUB;Guillotine Choke;1;2:00;May. 30, 1997
UFC 13: The Ultimate Force;Tony Halme;Randy Couture;SUB;Rear Naked Choke;1;0:56;May. 30, 1997
UFC 13: The Ultimate Force;Dmitri Stepanov;Steven Graham;SUB;Kimura;1;1:30;May. 30, 1997
UFC 13: The Ultimate Force;Royce Alger;Enson Inoue;SUB;Armbar;1;1:36;May. 30, 1997
UFC 13: The Ultimate Force;Christophe Leninger;Guy Mezger;U. DEC;;2;3:00;May. 30, 1997
UFC 13: The Ultimate Force;Saeed Hosseini;Jack Nilson;KO/TKO;Elbows;1;1:23;May. 30, 1997
UFC 13: The Ultimate Force;Wes Albritton;Tito Ortiz;KO/TKO;Punches;1;0:31;May. 30, 1997
UFC 140: Jones vs. Machida;Lyoto Machida;Jon Jones;SUB;Guillotine Choke;2;4:26;Dec. 10, 2011
UFC 140: Jones vs. Machida;Antonio Rodrigo Nogueira;Frank Mir;SUB;Kimura;1;3:38;Dec. 10, 2011
UFC 140: Jones vs. Machida;Tito Ortiz;Antonio Rogerio Nogueira;KO/TKO;Punches;1;3:15;Dec. 10, 2011
UFC 140: Jones vs. Machida;Claude Patrick;Brian Ebersole;S. DEC;;3;5:00;Dec. 10, 2011
UFC 140: Jones vs. Machida;Mark Hominick;Chan Sung Jung;KO/TKO;Punch;1;0:07;Dec. 10, 2011
UFC 140: Jones vs. Machida;Krzysztof Soszynski;Igor Pokrajac;KO/TKO;Punches;1;0:35;Dec. 10, 2011
UFC 140: Jones vs. Machida;Jared Hamman;Constantinos Philippou;KO/TKO;Punches;1;3:11;Dec. 10, 2011
UFC 140: Jones vs. Machida;John Makdessi;Dennis Hallman;SUB;Rear Naked Choke;1;2:58;Dec. 10, 2011
UFC 140: Jones vs. Machida;Walel Watson;Yves Jabouin;S. DEC;;3;5:00;Dec. 10, 2011
UFC 140: Jones vs. Machida;Nik Lentz;Mark Bocek;U. DEC;;3;5:00;Dec. 10, 2011
UFC 140: Jones vs. Machida;Rich Attonito;Jake Hecht;KO/TKO;Elbows;2;1:10;Dec. 10, 2011
UFC 140: Jones vs. Machida;Mitch Clarke;John Cholish;KO/TKO;Punches;2;4:36;Dec. 10, 2011
UFC 141: Lesnar vs. Overeem;Brock Lesnar;Alistair Overeem;KO/TKO;Kick;1;2:26;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Donald Cerrone;Nate Diaz;U. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Jon Fitch;Johny Hendricks;KO/TKO;Punch;1;0:12;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Vladimir Matyushenko;Alexander Gustafsson;KO/TKO;Punch;1;2:13;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Nam Phan;Jimy Hettes;U. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Junior Assuncao;Ross Pearson;U. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Anthony Njokuani;Danny Castillo;S. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Sean Pierson;Dong Hyun Kim;U. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Efrain Escudero;Jacob Volkmann;U. DEC;;3;5:00;Dec. 30, 2011
UFC 141: Lesnar vs. Overeem;Manvel Gamburyan;Diego Nunes;U. DEC;;3;5:00;Dec. 30, 2011
UFC 142: Aldo vs. Mendes;Chad Mendes;Jose Aldo;KO/TKO;Knee;1;4:59;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Anthony Johnson;Vitor Belfort;SUB;Rear Naked Choke;1;4:49;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Mike Massenzio;Rousimar Palhares;SUB;Heel Hook;1;1:03;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Erick Silva;Carlo Prater;DQ;Punches to Back of Hea...;1;0:29;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Terry Etim;Edson Barboza;KO/TKO;Kick;3;2:02;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Sam Stout;Thiago Tavares;U. DEC;;3;5:00;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Ednaldo Oliveira;Gabriel Gonzaga;SUB;Rear Naked Choke;1;3:22;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Michihiro Omigawa;Iuri Alcantara;U. DEC;;3;5:00;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Ricardo Funch;Mike Pyle;KO/TKO;Knees;1;1:22;Jan. 14, 2012
UFC 142: Aldo vs. Mendes;Antonio Carvalho;Felipe Arantes;U. DEC;;3;5:00;Jan. 14, 2012
UFC 143: Diaz vs. Condit;Nick Diaz;Carlos Condit;U. DEC;;5;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Roy Nelson;Fabricio Werdum;U. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Mike Pierce;Josh Koscheck;S. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Scott Jorgensen;Renan Barao;U. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Clifford Starks;Ed Herman;SUB;Rear Naked Choke;2;1:43;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Max Holloway;Dustin Poirier;SUB;Armbar;1;3:23;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Alex Caceres;Edwin Figueroa;S. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Chris Cope;Matt Brown;KO/TKO;Punches;2;1:19;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Henry Martinez;Matthew Riddle;S. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Michael Kuiper;Rafael Natal;U. DEC;;3;5:00;Feb. 4, 2012
UFC 143: Diaz vs. Condit;Dan Stittgen;Stephen Thompson;KO/TKO;Kick;1;4:13;Feb. 4, 2012
UFC 144: Edgar vs. Henderson;Frankie Edgar;Benson Henderson;U. DEC;;5;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Quinton Jackson;Ryan Bader;U. DEC;;3;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Cheick Kongo;Mark Hunt;KO/TKO;Punches;1;2:11;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Yoshihiro Akiyama;Jake Shields;U. DEC;;3;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Yushin Okami;Tim Boetsch;KO/TKO;Punches;3;0:54;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Bart Palaszewski;Hatsu Hioki;U. DEC;;3;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Joe Lauzon;Anthony Pettis;KO/TKO;Kick;1;1:21;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Eiji Mitsuoka;Takanori Gomi;KO/TKO;Punches;2;2:21;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Norifumi Yamamoto;Vaughan Lee;SUB;Armbar;1;4:29;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Steve Cantwell;Riki Fukuda;U. DEC;;3;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Takeya Mizugaki;Chris Cariaso;U. DEC;;3;5:00;Feb. 25, 2012
UFC 144: Edgar vs. Henderson;Tiequan Zhang;Issei Tamura;KO/TKO;Punch;2;0:32;Feb. 25, 2012
UFC 145: Jones vs. Evans;Rashad Evans;Jon Jones;U. DEC;;5;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;Che Mills;Rory MacDonald;KO/TKO;Punches;2;2:20;Apr. 21, 2012
UFC 145: Jones vs. Evans;Brendan Schaub;Ben Rothwell;KO/TKO;Punch;1;1:10;Apr. 21, 2012
UFC 145: Jones vs. Evans;Miguel Torres;Michael McDonald;KO/TKO;Punch;1;3:18;Apr. 21, 2012
UFC 145: Jones vs. Evans;Mark Hominick;Eddie Yagin;S. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;John Alessio;Mark Bocek;U. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;Chad Griggs;Travis Browne;SUB;Arm Triangle;1;2:29;Apr. 21, 2012
UFC 145: Jones vs. Evans;Stephen Thompson;Matt Brown;U. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;John Makdessi;Anthony Njokuani;U. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;Efrain Escudero;Mac Danzig;U. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;Keith Wisniewski;Chris Clements;S. DEC;;3;5:00;Apr. 21, 2012
UFC 145: Jones vs. Evans;Maximo Blanco;Marcus Brimage;S. DEC;;3;5:00;Apr. 21, 2012
UFC 146: Dos Santos vs. Mir;Frank Mir;Junior Dos Santos;KO/TKO;Punch;2;3:04;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Antonio Silva;Cain Velasquez;KO/TKO;Punches;1;3:36;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Dave Herman;Roy Nelson;KO/TKO;Punch;1;0:51;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Shane del Rosario;Stipe Miocic;KO/TKO;Elbows;2;3:14;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Lavar Johnson;Stefan Struve;SUB;Armbar;1;1:05;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Diego Brandao;Darren Elkins;U. DEC;;3;5:00;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Edson Barboza;Jamie Varner;KO/TKO;Punches;1;3:23;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Jason Miller;CB Dollaway;U. DEC;;3;5:00;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Duane Ludwig;Dan Hardy;KO/TKO;Punch;1;3:51;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Jacob Volkmann;Paul Sass;SUB;Triangle Choke;1;1:54;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Kyle Kingsbury;Glover Teixeira;SUB;Arm Triangle;1;1:53;May. 26, 2012
UFC 146: Dos Santos vs. Mir;Daniel Pineda;Mike Brown;U. DEC;;3;5:00;May. 26, 2012
UFC 147: Silva vs. Franklin 2;Wanderlei Silva;Rich Franklin;U. DEC;;5;5:00;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Sergio Moraes;Cezar Ferreira;U. DEC;;3;5:00;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Godofredo Pepey;Rony Jason;U. DEC;;3;5:00;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Mike Russow;Fabricio Werdum;KO/TKO;Punch;1;2:28;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Iuri Alcantara;Hacran Dias;U. DEC;;3;5:00;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Anistavio Medeiros;Rodrigo Damm;SUB;Rear Naked Choke;1;2:12;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Delson Heleno;Francisco Trinaldo;KO/TKO;Punches;1;4:21;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;John Teixeira;Hugo Viana;S. DEC;;3;5:00;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Leonardo Mafra;Thiago Perpetuo;KO/TKO;Punch;3;0:41;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Wagner Campos;Marcos Vinicius;KO/TKO;Punches;3;1:04;Jun. 23, 2012
UFC 147: Silva vs. Franklin 2;Felipe Arantes;Milton Vieira;S. DEC;;3;5:00;Jun. 23, 2012
UFC 148: Silva vs. Sonnen 2;Chael Sonnen;Anderson Silva;KO/TKO;Punch;2;1:55;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Tito Ortiz;Forrest Griffin;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Patrick Cote;Cung Le;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Dong Hyun Kim;Demian Maia;KO/TKO;Rib Injury;1;0:47;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Cody McKenzie;Chad Mendes;KO/TKO;Punch;1;0:31;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Ivan Menjivar;Mike Easton;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Fabricio Camoes;Melvin Guillard;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Gleison Tibau;Khabib Nurmagomedov;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Riki Fukuda;Constantinos Philippou;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;John Alessio;Shane Roller;U. DEC;;3;5:00;Jul. 7, 2012
UFC 148: Silva vs. Sonnen 2;Yoislandy Izquierdo;Rafaello Oliveira;U. DEC;;3;5:00;Jul. 7, 2012
UFC 149: Faber vs. Barao;Urijah Faber;Renan Barao;U. DEC;;5;5:00;Jul. 21, 2012
UFC 149: Faber vs. Barao;Hector Lombard;Tim Boetsch;S. DEC;;3;5:00;Jul. 21, 2012
UFC 149: Faber vs. Barao;Shawn Jordan;Cheick Kongo;U. DEC;;3;5:00;Jul. 21, 2012
UFC 149: Faber vs. Barao;Brian Ebersole;James Head;S. DEC;;3;5:00;Jul. 21, 2012
UFC 149: Faber vs. Barao;Chris Clements;Matthew Riddle;Overturned;Failed Drug Test by Ri...;3;2:02;Jul. 21, 2012
UFC 149: Faber vs. Barao;Court McGee;Nick Ring;U. DEC;;3;5:00;Jul. 21, 2012
UFC 149: Faber vs. Barao;Roland Delorme;Francisco Rivera;Overturned;Failed Drug Test by Ri...;1;4:19;Jul. 21, 2012
UFC 149: Faber vs. Barao;Anthony Perosh;Ryan Jimmo;KO/TKO;Punch;1;0:07;Jul. 21, 2012
UFC 149: Faber vs. Barao;Mitch Gagnon;Bryan Caraway;SUB;Rear Naked Choke;3;1:39;Jul. 21, 2012
UFC 149: Faber vs. Barao;Daniel Pineda;Antonio Carvalho;KO/TKO;Punch;1;1:11;Jul. 21, 2012
UFC 149: Faber vs. Barao;Mitch Clarke;Anton Kuivanen;S. DEC;;3;5:00;Jul. 21, 2012
UFC 14: Showdown;Mark Coleman;Maurice Smith;U. DEC;;3;3:00;Jul. 27, 1997
UFC 14: Showdown;Dan Bobish;Mark Kerr;SUB;Other;1;1:38;Jul. 27, 1997
UFC 14: Showdown;Tony Fryklund;Kevin Jackson;SUB;Rear Naked Choke;1;0:44;Jul. 27, 1997
UFC 14: Showdown;Brian Johnston;Dan Bobish;SUB;Forearm Choke;1;2:10;Jul. 27, 1997
UFC 14: Showdown;Moti Horenstein;Mark Kerr;KO/TKO;Punches;1;2:22;Jul. 27, 1997
UFC 14: Showdown;Todd Butler;Kevin Jackson;SUB;Strikes;1;1:27;Jul. 27, 1997
UFC 14: Showdown;Yuri Vaulin;Joe Moreira;U. DEC;;2;3:00;Jul. 27, 1997
UFC 14: Showdown;Sam Fulton;Alex Hunter;SUB;Other;1;2:30;Jul. 27, 1997
UFC 14: Showdown;Donnie Chappell;Tony Fryklund;SUB;Other - Choke;1;1:31;Jul. 27, 1997
UFC 150: Henderson vs. Edgar 2;Frankie Edgar;Benson Henderson;S. DEC;;5;5:00;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Melvin Guillard;Donald Cerrone;KO/TKO;Kick;1;1:16;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Jake Shields;Ed Herman;Overturned;Failed Drug Test by Sh...;3;5:00;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Buddy Roberts;Yushin Okami;KO/TKO;Punches;2;3:05;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Justin Lawrence;Max Holloway;KO/TKO;Punch;2;4:49;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Tommy Hayden;Dennis Bermudez;SUB;Guillotine Choke;1;4:43;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Jared Hamman;Michael Kuiper;KO/TKO;Punch;2;2:16;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Ken Stone;Erik Perez;KO/TKO;Punch;1;0:17;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Dustin Pague;Chico Camus;U. DEC;;3;5:00;Aug. 11, 2012
UFC 150: Henderson vs. Edgar 2;Eiji Mitsuoka;Nik Lentz;KO/TKO;Punches;1;3:45;Aug. 11, 2012
UFC 152: Jones vs. Belfort;Vitor Belfort;Jon Jones;SUB;Keylock;4;0:54;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Joseph Benavidez;Demetrious Johnson;S. DEC;;5;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Brian Stann;Michael Bisping;U. DEC;;3;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Roger Hollett;Matt Hamill;U. DEC;;3;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Charles Oliveira;Cub Swanson;KO/TKO;Punch;1;2:40;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Igor Pokrajac;Vinny Magalhaes;SUB;Armbar;2;1:14;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Evan Dunham;TJ Grant;U. DEC;;3;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Lance Benoist;Sean Pierson;U. DEC;;3;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Jimy Hettes;Marcus Brimage;U. DEC;;3;5:00;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Simeon Thoresen;Seth Baczynski;KO/TKO;Punch;1;4:10;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Walel Watson;Mitch Gagnon;SUB;Rear Naked Choke;1;1:09;Sep. 22, 2012
UFC 152: Jones vs. Belfort;Charlie Brenneman;Kyle Noke;KO/TKO;Punch;1;0:45;Sep. 22, 2012
UFC 153: Silva vs. Bonnar;Stephan Bonnar;Anderson Silva;KO/TKO;Knee;1;4:40;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Dave Herman;Antonio Rodrigo Nogueira;SUB;Armbar;2;4:31;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Fabio Maldonado;Glover Teixeira;Dr's Stoppage;Stoppage Between Round...;2;5:00;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Erick Silva;Jon Fitch;U. DEC;;3;5:00;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Wagner Prado;Phil Davis;SUB;Anaconda Choke;2;4:29;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Rick Story;Demian Maia;SUB;Rear Naked Choke;1;2:30;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Sam Sicilia;Rony Jason;KO/TKO;Punch;2;4:16;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Francisco Trinaldo;Gleison Tibau;U. DEC;;3;5:00;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Joey Gambino;Diego Brandao;U. DEC;;3;5:00;Oct. 13, 2012
UFC 153: Silva vs. Bonnar;Renee Forte;Sergio Moraes;SUB;Rear Naked Choke;3;3:10;Oct. 13, 2012
